,previousYield,organicCarbon,pH,phosphorus,cu,fe,potassium,boron,zn,sulphur,electricalConductivity,nitrogen,cropNameCommon_chilli (irrigated),cropNameCommon_chilli (rainfed),cropNameCommon_foxtail millet,cropNameCommon_green gram,cropNameCommon_groundnut  (rainfed),cropNameCommon_sunflower (irrigated),cropNameCommon_sunflower (rainfed),previousCropName_chilli (rainfed),previousCropName_coriander,previousCropName_cotton,previousCropName_foxtail millet,previousCropName_green gram,previousCropName_groundnut (irrigated),previousCropName_maize,previousCropName_sorghum (irrigated),previousCropName_sorghum/jowar (irrigated),previousCropName_sunflower (irrigated),previousCropName_sunflower (rainfed),previousCropName_tomato,targetYield
40,0,0.6780623174294059,7.014015594541911,35.645160662122684,0.2565920155793573,5.950671859785784,204.31877312560857,0.2505842259006816,0.4592015579357352,11.662005842259006,0.3625900681596885,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13724.480511106964
41,0,0.65,5.5,16.9,0.31,2.62,181.0,0.33,0.68,16.6,0.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18027.584460387112
42,0,0.55,8.36,36.4,0.29,4.88,214.0,0.22,0.6900000000000001,20.1,0.46,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20065.697264617156
43,0,0.61,5.4,46.3,0.35,3.34,283.0,0.33,0.3,18.8,0.26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24303.450531923307
44,0,0.73,7.9,54.0,0.35,4.45,208.0,0.22,0.46,13.7,0.41,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18972.776109315953
45,0,0.62,7.32,31.4,0.28,2.33,266.0,0.22,0.44,18.0,0.17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21297.587633894673
46,0,0.6780623174294059,7.014015594541911,35.645160662122684,0.2565920155793573,5.950671859785784,204.31877312560857,0.2505842259006816,0.4592015579357352,11.662005842259006,0.3625900681596885,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19521.436873042603
47,0,0.8200000000000001,6.0,20.0,0.28,1.61,307.0,0.33,0.54,14.3,0.24,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24018.65568499683
48,0,0.81,5.1,61.0,0.35,9.21,72.0,0.22,0.23,6.9,0.46,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19119.51855025021
49,0,0.5,7.5,56.2,0.37,7.59,283.0,0.22,0.5700000000000001,8.4,0.09,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20767.73003391824
50,0,0.56,6.53,44.6,0.28,1.79,62.0,0.17,0.36,5.1,0.46,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15460.921802405937
51,0,0.8,7.62,27.0,0.34,6.82,189.0,0.33,0.61,18.4,0.17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21191.958681473483
52,0,0.51,6.8,17.7,0.18,2.7,286.0,0.28,0.64,4.0,0.43,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19605.552407659303
53,0,0.48,6.66,45.2,0.16,7.3,286.0,0.28,0.31,2.2,0.32,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23363.2261405925
54,0,0.88,5.8,38.0,0.2,3.29,111.0,0.17,0.22,7.8,0.17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21609.33929197947
55,0,0.58,5.8,17.9,0.33,10.36,153.0,0.33,0.28,8.3,0.37,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24296.356555256236
56,0,0.7000000000000001,5.6,12.3,0.22,8.31,202.0,0.22,0.35,20.0,0.33,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21755.039179183368
57,0,0.6900000000000001,7.0,55.9,0.28,7.02,304.0,0.17,0.63,2.5,0.48,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18057.22630645035
58,0,0.76,6.69,36.1,0.3,1.36,348.0,0.17,0.13,6.4,0.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14439.52286615395
59,0,0.72,6.12,50.3,0.3,3.27,159.0,0.17,0.78,13.2,0.59,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14353.926225746642
60,0,0.84,7.5,50.0,0.34,10.12,274.0,0.33,0.34,2.5,0.17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22716.571309722814
61,0,0.61,7.1,41.7,0.13,10.21,302.0,0.17,0.76,3.8,0.09,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21769.94279640451
62,0,0.8,7.1,16.7,0.32,2.07,285.0,0.22,0.16,15.9,0.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21637.17080395025
63,0,0.74,7.2,11.8,0.36,7.49,282.0,0.28,0.51,13.8,0.26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18863.51611946566
64,0,0.76,5.91,32.3,0.31,1.74,108.0,0.33,0.11,11.3,0.43,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20922.394429827524
65,0,0.87,5.9,24.5,0.38,8.65,349.0,0.28,0.12,4.3,0.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19466.928758938757
66,0,0.67,7.4,59.8,0.18,5.14,252.0,0.22,0.45,14.1,0.43,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15512.50925843134
67,0,0.87,7.2,23.2,0.2,4.76,102.0,0.33,0.68,6.6,0.34,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13851.019694001056
68,0,0.48,5.5,60.7,0.13,8.89,202.0,0.28,0.53,18.0,0.42,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16459.443619677342
69,0,0.84,6.92,24.8,0.2,5.92,134.0,0.22,0.34,4.4,0.19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11840.563392420197
70,0,0.9,7.1,56.9,0.4,9.67,312.0,0.33,0.6900000000000001,5.4,0.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23159.349158600417
71,0,0.8200000000000001,7.95,29.1,0.16,2.64,266.0,0.17,0.48,17.7,0.18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8727.648275681708
72,0,0.6900000000000001,8.5,43.9,0.13,9.63,71.0,0.28,0.7000000000000001,5.4,0.77,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12388.750291583314
73,0,0.7000000000000001,6.48,43.2,0.15,7.53,271.0,0.33,0.54,15.0,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16918.891476471534
74,0,0.72,6.8,21.5,0.11,6.46,186.0,0.28,0.38,20.9,0.41,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21156.616223708883
75,0,0.75,6.8,17.8,0.18,3.53,95.0,0.17,0.12,3.3,0.26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22144.74281793832
76,0,0.45,7.4,46.2,0.36,9.05,86.0,0.22,0.7000000000000001,6.4,0.35,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12421.683088287045
77,0,0.79,6.23,28.7,0.21,4.52,61.0,0.33,0.78,19.8,0.06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12265.703207987908
78,0,0.65,6.8,45.6,0.34,8.41,84.0,0.17,0.41,20.1,0.32,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14807.814032536086
79,0,0.62,7.3,45.5,0.34,8.31,82.0,0.28,0.11,16.8,0.37,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9188.3782945205
80,0,0.6900000000000001,5.1,46.0,0.37,9.63,155.0,0.22,0.6000000000000001,8.9,0.48,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19637.087845194183
81,0,0.81,7.3,58.7,0.4,4.41,146.0,0.22,0.49,5.5,0.35,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21272.41648297451
82,0,0.5700000000000001,6.4,25.9,0.32,10.46,330.0,0.22,0.14,15.0,0.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20187.08993159575
83,0,0.86,8.1,45.7,0.21,5.0,284.0,0.28,0.79,12.2,0.36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20703.96210137825
84,0,0.46,7.46,31.2,0.31,9.31,254.0,0.28,0.31,6.0,0.44,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21310.86704111315
85,0,0.85,5.1,59.9,0.37,1.33,294.0,0.22,0.79,19.9,0.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16978.732098494274
86,0,0.64,6.25,43.9,0.28,1.07,124.0,0.28,0.61,10.7,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18989.234097037577
87,0,0.64,5.1,51.0,0.13,2.64,67.0,0.33,0.26,16.8,0.41,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16417.53827053552
88,0,0.8300000000000001,6.91,37.6,0.28,8.09,279.0,0.28,0.54,20.7,0.44,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16249.48940774153
89,0,0.5700000000000001,7.6,27.4,0.37,6.9,91.0,0.28,0.15,10.5,0.41,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24568.50551575125
90,0,0.85,5.89,45.4,0.39,7.47,98.0,0.22,0.59,5.7,0.26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26364.5336510515
91,0,0.8,7.5,60.9,0.39,3.96,306.0,0.28,0.17,13.4,0.09,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30122.526758775002
92,0,0.8300000000000001,7.15,55.1,0.15,10.07,293.0,0.33,0.68,3.2,0.13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19595.313889281206
93,0,0.85,6.95,47.2,0.37,10.13,181.0,0.28,0.61,10.3,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23627.562860225375
94,0,0.51,6.3,15.7,0.13,7.73,183.0,0.33,0.51,19.3,0.19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20108.019713749563
95,0,0.53,8.15,56.2,0.21,1.97,145.0,0.33,0.74,15.2,0.54,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12623.178056099317
96,0,0.85,7.5,50.8,0.21,4.14,61.0,0.17,0.51,7.8,0.45,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12514.56061477016
97,0,0.73,5.1,53.1,0.36,10.97,297.0,0.22,0.39,10.7,0.35,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20958.17887328936
98,0,0.91,7.0,25.5,0.38,2.44,233.0,0.22,0.64,7.1,0.24,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25060.861393488125
99,0,0.54,7.72,36.2,0.28,1.97,269.0,0.17,0.73,8.8,0.02,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19497.437364307352
100,0,0.5700000000000001,5.14,17.7,0.28,7.08,194.0,0.22,0.32,17.8,0.07,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19945.713516823398
