,previousYield,organicCarbon,pH,phosphorus,cu,fe,potassium,targetYield,boron,zn,sulphur,electricalConductivity,nitrogen,cropNameCommon_chilli (irrigated),cropNameCommon_chilli (rainfed),cropNameCommon_foxtail millet,cropNameCommon_green gram,cropNameCommon_groundnut  (rainfed),cropNameCommon_sunflower (irrigated),cropNameCommon_sunflower (rainfed),previousCropName_chilli (rainfed),previousCropName_coriander,previousCropName_cotton,previousCropName_foxtail millet,previousCropName_green gram,previousCropName_groundnut (irrigated),previousCropName_maize,previousCropName_sorghum (irrigated),previousCropName_sorghum/jowar (irrigated),previousCropName_sunflower (irrigated),previousCropName_sunflower (rainfed),previousCropName_tomato
77,0,0.79,6.23,28.7,0.21,4.52,61.0,0,0.33,0.78,19.8,0.06,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0.65,6.8,45.6,0.34,8.41,84.0,0,0.17,0.41000000000000003,20.1,0.32,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,0.62,7.3,45.5,0.34,8.31,82.0,0,0.28,0.11,16.8,0.37,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0,0.6900000000000001,5.1,46.0,0.37,9.63,155.0,0,0.22,0.6000000000000001,8.9,0.48,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,0.81,7.3,58.7,0.4,4.41,146.0,0,0.22,0.49,5.5,0.35000000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0,0.5700000000000001,6.4,25.9,0.32,10.46,330.0,0,0.22,0.14,15.0,0.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,0,0.86,8.1,45.7,0.21,5.0,284.0,0,0.28,0.79,12.2,0.36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,0.46,7.46,31.2,0.31,9.31,254.0,0,0.28,0.31,6.0,0.44,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0.85,5.1,59.9,0.37,1.33,294.0,0,0.22,0.79,19.9,0.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0.64,6.25,43.9,0.28,1.07,124.0,0,0.28,0.61,10.7,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,0.64,5.1,51.0,0.13,2.64,67.0,0,0.33,0.26,16.8,0.41000000000000003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0.8300000000000001,6.91,37.6,0.28,8.09,279.0,0,0.28,0.54,20.7,0.44,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0.5700000000000001,7.6,27.4,0.37,6.9,91.0,0,0.28,0.15,10.5,0.41000000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0.85,5.89,45.4,0.39,7.47,98.0,0,0.22,0.59,5.7,0.26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,0.8,7.5,60.9,0.39,3.96,306.0,0,0.28,0.17,13.4,0.09,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,0.8300000000000001,7.15,55.1,0.15,10.07,293.0,0,0.33,0.68,3.2,0.13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0,0.85,6.95,47.2,0.37,10.13,181.0,0,0.28,0.61,10.3,0.05,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,0.51,6.3,15.7,0.13,7.73,183.0,0,0.33,0.51,19.3,0.19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
